id,Analytical,Empirical,Hybrid,ML
18120,0.223285711,0.022399741,0.06138508,0.00324972
15101,0.197949259,0.043386357,0.143347451,0.023997344
12877,0,1,0,0
17927,0.1424593,0.027203803,0.022295664,0.022101137
21084,0.127577187,0.061942614,0.009600252,0.080880873
13562,1,0,0,0
20865,0.736250372,0.016883148,0.032707009,0.004253958
18953,0.060134681,0.056766566,0.02998018,0.039943557
17997,0.133331794,0.029235354,0.04918816,0.00507223
15654,0.11250893,0.3562061,0.010015051,0.007665961
21078,0.318828093,0.010640962,0.141570141,0.007281739
16840,0.374155279,0.045429122,0.012372449,0.006129838
18364,0.089361047,0.085972299,0.038518444,0.032602312
22008,0.246537651,0.067052121,0.015032179,0.011096131
22203,0.017285688,0.023904848,0.007031454,0.98396689
16905,0,1,0,0
22209,0.16590532,0.019842545,0.097567597,0.013628829
17973,0.149769717,0.139505643,0.00544468,0.008313158
19159,0.43636212,0.019999373,0.034462931,0.03213776
21087,0.047899189,0.030900355,0.087042594,0.009312656
16338,0.448846061,0.010116353,0.017416631,0.007053534
22224,0,0,1,0
19113,0.061941662,0.009792867,0.011975278,0.598430501
19870,0.130373421,0.011585817,0.010338488,0.130763972
12761,1,0,0,0
18158,0.379873045,0.049763665,0.025866156,0.007316006
22268,0.50633152,0.013603793,0.014209498,0.022038959
16851,0.145258198,0.171367124,0.149892269,0.004589582
15312,0,1,0,0
20609,0.369905081,0.010517209,0.00803196,0.021750217
18604,0.031402767,0.146057657,0.195845599,0.005473397
22256,0.454253511,0.033321693,0.026452656,0.009293816
19698,0.296058481,0.065469531,0.018018361,0.103255095
17861,0.140023991,0.079557397,0.005397472,0.013744998
21239,0.118955714,0.187152057,0.063802703,0.007377429
16456,0.774670949,0.020187537,0.020466309,0.009156163
20238,0.301421005,0.017929335,0.089262879,0.004901704
12876,0,1,0,0
13346,1,0,0,0
20589,0.143491019,0.021716999,0.035995319,0.045491738
20768,0.231518579,0.037781354,0.022397613,0.01052011
18255,0.156338621,0.032263989,0.03505344,0.021622706
19302,0.137100269,0.414912466,0.188907568,0.007533862
20724,0.204725632,0.023110938,0.027793429,0.012983669
21000,0.428138992,0.014331427,0.020420971,0.020881073
13142,0,0,0,0
15383,0.083377833,0.255314091,0.026023781,0.012832088
12867,1,0,0,0
17330,0,1,0,0
18035,0.575919838,0.022692423,0.013175317,0.015056694
21049,0.637004884,0.010812788,0.007599228,0.016833088
15632,0.298143394,0.021434737,0.068730615,0.005306972
19354,0.280941081,0.03861418,0.009722272,0.00719582
21090,0.452108878,0.040770913,0.085455515,0.016980745
19619,0.068395869,0.346930533,0.264510889,0.008821641
17347,0.050249345,0.45103336,0.050593806,0.013210533
12788,0,0,1,0
20231,0.295042294,0.138866448,0.032645903,0.037216896
16306,0.434949167,0.156242016,0.018127983,0.006424643
22286,0.087564762,0.264641738,0.005254234,0.011263798
19646,0.215355748,0.033819751,0.02843889,0.029583819
20014,0.398536595,0.014206464,0.028946099,0.009863733
16667,0.066376293,0.249251403,0.059719185,0.026029679
17351,0.066443858,0.313052852,0.061310387,0.003721864
16919,0.185840964,0.159643174,0.022876975,0.017881592
21927,0.30685503,0.018223033,0.012154867,0.03843838
17252,0.406526762,0.02212459,0.044260193,0.036937431
22009,0,0,1,0
15409,0.099746615,0.119747165,0.065143714,0.019496461
21205,0.125581392,0.027828484,0.045042204,0.016309948
18753,0.074071302,0.207171866,0.088800392,0.015038031
18426,0.515967634,0.032262677,0.06146244,0.00931761
20720,0.245633719,0.022435306,0.014198169,0.060341511
18151,0.396425034,0.027554665,0.036620759,0.019008889
20461,0.369707313,0.062200721,0.035319068,0.002546817
17971,0.402724381,0.063716584,0.015546404,0.006415357
21260,0.159347036,0.011991611,0.172820235,0.013573865
17063,0.306892691,0.211135943,0.01257324,0.003902336
15636,0.642223504,0.006651477,0.049171992,0.060703253
15346,0.168554841,0.098821882,0.029910441,0.006057993
15794,0.444760859,0.061903369,0.014810474,0.018444953
16854,0.073556877,0.254832424,0.020050424,0.016718895
19829,0.267047749,0.021883876,0.027042984,0.022316978
13218,0,1,0,0
15105,0.242019125,0.078858445,0.006087551,0.03704362
18015,0.49381872,0.013825754,0.010044545,0.006428527
19661,0.191736898,0.246633024,0.028653925,0.038428852
19839,0.648865986,0.069737124,0.007038826,0.006798757
17111,0.079252394,0.062172281,0.059861364,0.034691167
20573,0.277555829,0.015517927,0.066586565,0.00724273
17402,0.117521249,0.003019123,0.019970269,0.874260741
19324,0.13655937,0.034657834,0.016681024,0.081761522
16014,0.080208276,0.071541834,0.019305992,0.014877559
20549,0.557566369,0.02151694,0.048535807,0.019049468
20580,0.64782251,0.007475746,0.055390661,0.018377779
12554,1,0,0,0
21995,0.28164189,0.309507607,0.033034483,0.002450869
18054,0.285579372,0.022811807,0.020567841,0.029333499
12925,0,1,0,0
20667,0.199079259,0.088284146,0.012359012,0.077246867
15190,0.320569422,0.03244937,0.022289578,0.006099958
16768,0.277652537,0.082258721,0.009005447,0.004610707
21242,0.309542061,0.014750707,0.024312016,0.038544348
22037,0.297593004,0.005264642,0.057474526,0.02001664
19968,0.225848711,0.004335789,0.013930728,0.16908671
15481,0.466004284,0.010148344,0.020870949,0.028986482
13122,0,0,1,0
13482,1,0,0,0
20624,0.788661685,0.045450241,0.008043569,0.018238616
19682,0.266993363,0.051262436,0.015441535,0.015555775
17471,0.098766515,0.284536954,0.061647064,0.014451571
17276,0.374994692,0.019339506,0.031540546,0.015100758
21163,0.212883569,0.102333325,0.091476742,0.015519549
21890,0.244124097,0.065450952,0.022186886,0.029932004
21367,0.20805901,0.532909943,0.016011348,0.012398997
20643,0.785810304,0.019668778,0.012804966,0.022641737
17879,0.156652158,0.23848227,0.132526982,0.053361754
18874,0.153788956,0.214178814,0.11719831,0.020015732
19636,0.071011172,0.161503867,0.113001054,0.026033008
12600,0,0,1,0
12775,0,1,0,0
20839,0.356273869,0.024622027,0.093942827,0.007801025
21179,0.822838377,0.011576631,0.020639217,0.072991655
20761,0.406981289,0.021137158,0.088046705,0.01548026
20625,0.732826661,0.057209573,0.008451199,0.022029586
18596,0,0,0,1
15618,0.269982289,0.022817808,0.012283086,0.006928447
20611,0.074572986,0.45048083,0.031181866,0.059646532
20214,0.143122072,0.072191504,0.016721447,0.082832169
22186,0.309904142,0.068241608,0.044394024,0.01055121
20290,0.586444394,0.006249644,0.067783811,0.027038066
21492,0.5,0.017699876,0.028501754,0.037666139
19434,0.338567047,0.005245258,0.033801331,0.020527951
17417,0,0,1,0
20152,0.105001195,0.035937371,0.115806614,0.004458994
18013,0.253336485,0.061977524,0.026640966,0.010053242
12753,0,1,0,0
15216,0.013218477,0.030460465,0.00926519,0.979613485
18060,0.08558619,0.074465558,0.022132054,0.017664017
19690,0.127266496,0.023296918,0.011370373,0.047569995
16910,0.130005891,0.020319983,0.043230216,0.037805269
17922,0.305196685,0.013252379,0.032884141,0.042524919
22254,0.160406553,0.020943822,0.03479162,0.008456819
17462,0.56495093,0.008601678,0.059539717,0.006977039
17844,0.053693455,0.094669856,0.0284684,0.013849235
15891,0.10504661,0.082687494,0.008185623,0.033706487
15146,0,0,1,0
15968,0.188635806,0.080948131,0.057217393,0.006413225
12870,0,1,0,0
12512,0,1,0,0
21455,0.429427018,0.009932737,0.062625322,0.043405144
21142,0.724229075,0.012721624,0.019237836,0.008767793
16242,0.285978171,0.067448299,0.023992687,0.004723498
17949,0.364927524,0.027254762,0.065835598,0.011228002
17179,0.142445946,0.33993401,0.024668182,0.031933646
17842,0,0,0,1
20612,0.276339632,0.0292187,0.028681133,0.03749108
17340,0,1,0,0
18202,0.35033304,0.331272383,0.002493047,0.019104402
16688,0.294205011,0.015157206,0.224810502,0.00673158
21987,0.039135815,0.048648148,0.034467099,0.0489207
17501,0,0,0,1
22101,0.129501113,0.018656085,0.052557057,0.016759512
17361,0.31731829,0.014481363,0.025990025,0.017173742
19688,0.525333458,0.009047237,0.069472755,0.005011822
19413,0.11871122,0.05837177,0.021185227,0.007104789
16186,0,0,0,1
21158,0.17814372,0.034972446,0.069724642,0.004464969
16748,0.5,0.00622632,0.041483466,0.007501761
13389,1,0,0,0
17996,0,0,0,1
17817,0.099850193,0.014820744,0.069798804,0.039114336
17944,0.61590957,0.008735016,0.013924695,0.03022603
16099,0.091785834,0.156339834,0.036363786,0.011163901
15578,0.135036926,0.057332462,0.058899825,0.020973032
17912,0.519951757,0.016074861,0.017400349,0.015282887
18655,0.184117449,0.12401692,0.045131745,0.009944255
15188,0.64971186,0.015845653,0.070842862,0.008489683
19825,0.067376052,0.251413891,0.0567135,0.009304316
15755,0.193950192,0.303206646,0.047014628,0.005543646
18625,0.186624667,0.281573912,0.013716422,0.002781881
19378,0.171054952,0.033115473,0.030750113,0.027650962
22252,0.379742517,0.021886703,0.034878145,0.004771628
20213,0.166802487,0.058305302,0.01468747,0.066817223
16836,0.218313149,0.012853506,0.03743081,0.025435899
19081,0,0,0,1
21088,0.5,0.120377153,0.440149614,0.00397835
15952,0,0,0,1
17855,0.12301028,0.084963931,0.057801339,0.015366187
19796,0.261929125,0.012438723,0.036118605,0.008276033
20235,0.240244691,0.061010621,0.062061489,0.007541628
15719,0.145518232,0.322789776,0.018538719,0.052935063
18052,0.58720184,0.009779615,0.017096816,0.010176621
17948,0.467644674,0.02214807,0.004687419,0.015676491
21113,0.125660209,0.071397896,0.011462944,0.008281814
18041,0.361650771,0.00971084,0.012628359,0.012218823
18073,0.31109539,0.086926832,0.044454214,0.003576053
16831,0.179676712,0.030356002,0.008245135,0.003457065
22265,0.118878187,0.107616844,0.047311604,0.007631218
15698,0.066734781,0.076340727,0.080793199,0.013071059
20769,0.468668248,0.008924587,0.091497888,0.03300026
15816,0.251450256,0.016928853,0.016441933,0.036418309
22177,0.027301307,0.299755325,0.056152271,0.035055004
15970,0.274326357,0.069013107,0.034086304,0.007786835
20627,0.701091726,0.156584221,0.029544413,0.00789098
19830,0.518372122,0.010429547,0.025757757,0.014737843
15537,0.183825974,0.016194935,0.022302136,0.014337818
22040,0.108281358,0.036973114,0.060463932,0.012669997
18195,0.087185703,0.019518749,0.131383441,0.016023218
19749,0.047480502,0.280032723,0.111835474,0.007699568
22207,0.116807507,0.258162688,0.012952956,0.010879791
19642,0.045920885,0.079546016,0.05952759,0.011911796
20341,0.355046811,0.019147716,0.03925418,0.011985789
18601,0.077205494,0.071578497,0.234150257,0.004787908
15316,0.301217578,0.226915159,0.004729132,0.00770544
19297,0.396141219,0.063581594,0.005729257,0.011487723
18087,0.245984262,0.017493783,0.050283994,0.018629325
21382,0.550258987,0.005421202,0.015166466,0.020442229
17443,0.350493814,0.030901086,0.017081011,0.008796298
18089,0.135197364,0.030175618,0.045447026,0.017551451
13388,1,0,0,0
16941,0.410785753,0.044742039,0.122078448,0.00380672
12970,1,0,0,0
21027,0.177527316,0.528187264,0.020071284,0.019867118
12942,0,1,0,0
16080,0.292807307,0.021632742,0.05984585,0.014437805
19009,0.14635786,0.352334246,0.013300812,0.010408215
15637,0.10327304,0.109094626,0.980414309,0.012031579
19655,0.05187519,0.382677141,0.014836983,0.006912343
21297,0.364866071,0.043768729,0.004002048,0.009516824
16270,0.0355515,0.129533072,0.075771452,0.009618869
13112,0,0,0,0
20457,0.258030365,0.070613055,0.064035634,0.005322901
12599,1,0,0,0
18784,0.080559278,0.04323758,0.13228072,0.011169966
21845,0.365512154,0.025968114,0.025402868,0.077534148
13533,1,0,0,0
20581,0.751580179,0.010607583,0.025237656,0.015103495
16156,0.158685595,0.077901245,0.024501624,0.029970589
15261,0.099575679,0.013479005,0.5,0.009404037
16127,0.30108807,0.141665133,0.029677099,0.006382175
12692,0,0,0,0
20440,0.103748249,0.149837423,0.007522233,0.01685216
18161,0,0,1,0
16454,0.626278951,0.039843043,0.013375906,0.00425042
20693,0.134717097,0.027710752,0.015478392,0.023785019
15563,0.138886252,0.149696795,0.007262666,0.017523656
20566,0.203367559,0.008732694,0.021369586,0.045403359
21422,0.088578508,0.055635597,0.027371907,0.03681982
17414,0.203848413,0.221143757,0.050843805,0.021626249
13376,0,0,0,0
21137,0.239199559,0.016416212,0.042409987,0.01748697
12532,0,0,0,1
16718,0.073024941,0.447107192,0.019708156,0.028882547
18793,0.287088284,0.014414798,0.026535606,0.032860001
19948,0.040905026,0.007241682,0.008592246,0.690348742
22057,0.166169654,0.093840476,0.070809093,0.048857776
17957,0.311178796,0.013519227,0.162005855,0.018964688
22260,0.218661792,0.031262131,0.08227105,0.007518082
16291,0.223186961,0.046778552,0.014134358,0.020104768
18626,0.571132471,0.049964534,0.02848255,0.008978588
21216,0.133757631,0.107734028,0.029622897,0.011576937
15738,0.58681855,0.014815565,0.04663114,0.004331417
17365,0.270355847,0.036614436,0.015870039,0.015381418
21315,0.020474204,0.251923191,0.037986412,0.081905126
18647,0.118017023,0.03130992,0.013836001,0.00876127
19214,0.530357578,0.02751981,0.02574103,0.006417967
16668,0.068720849,0.231529549,0.057791552,0.025295741
15540,0.213280405,0.020214432,0.047189741,0.010679576
20727,0.179618087,0.028328448,0.015583862,0.03308685
21466,0.340144114,0.042186742,0.071576645,0.008011164
15535,0.127785954,0.049352617,0.040485446,0.0113175
17521,0.4265149,0.018309137,0.054658385,0.004301365
19107,0.059754038,0.024936095,0.01921085,0.011982287
16349,0,0,0,1
17338,0.254963745,0.3602465,0.01819205,0.0079201
19285,0.06584986,0.064101853,0.121872971,0.095681196
15506,0,0,0,1
12607,1,0,0,0
21272,0.079335613,0.051976171,0.063708454,0.019490335
18616,0.037074696,0.5,0.04482492,0.005287189
21097,0.426260602,0.047668115,0.033570952,0.004731037
22230,0.123511112,0.061740155,0.128778358,0.005838486
20460,0.239552293,0.031235352,0.091990497,0.005814901
21247,0.180449149,0.117367999,0.025236002,0.019111443
12691,0,1,0,0
18373,0.231050728,0.039367123,0.04563692,0.026122054
12874,0,1,0,0
18080,0.689977763,0.022491741,0.019731132,0.007363704
19200,0.133317141,0.1965973,0.016415082,0.018140583
16367,0.407410638,0.013618139,0.014444422,0.018409459
18819,0.043183897,0.20494374,0.031816762,0.009528057
12675,0,0,1,0
21035,0.061265894,0.071435791,0.058899355,0.010949126
20697,0.842065494,0.019043691,0.005936937,0.005708208
21248,0.186763363,0.042633398,0.041034578,0.007999396
18058,0.287570374,0.024044376,0.127365766,0.017078437
18012,0.307895425,0.060314193,0.030652295,0.009519194
12791,0,1,0,0
17530,0.09681686,0.340888413,0.071854426,0.008163855
21233,0.091349012,0.557571441,0.02196748,0.008362997
19908,0.149818622,0.039816592,0.03355034,0.004698352
20730,0.84992056,0.004411974,0.012972176,0.014686693
17218,0.347298005,0.014258349,0.010635082,0.019778836
19841,0.571358684,0.004735517,0.0143314,0.012755263
18401,0.059986004,0.180417224,0.049124513,0.017606005
18810,0.726172896,0.055497166,0.184291784,0.007900349
18028,0.445337617,0.028418214,0.012493057,0.149823393
18691,0.258065553,0.025980788,0.055550971,0.024123078
21456,0.29943906,0.060308034,0.013127915,0.015817532
17421,0.230621118,0.012879013,0.028491336,0.09072809
13599,0,0,0,0
15638,0.295881812,0.015450076,0.023162241,0.010505116
12592,1,0,0,0
15571,0.070756382,0.121337091,0.059390589,0.013092622
17460,0.013578508,0.025541582,0.003539367,0.923771124
18900,0.538998211,0.012288909,0.041858263,0.012249699
17921,0.403466434,0.030181457,0.003806484,0.018650085
22302,0.319453351,0.00487806,0.116587556,0.044447143
20739,0.210353176,0.096314058,0.009695408,0.035465246
16734,0.057621591,0.207107713,0.028574874,0.054026528
19641,0.301467345,0.059919167,0.065992601,0.007915783
21131,0.541712649,0.023135399,0.028076523,0.007150206
20587,0.540502148,0.009963993,0.010399583,0.055694842
17734,0.139248694,0.17055202,0.026576628,0.013230953
17198,0.379341446,0.018365356,0.01454884,0.007576363
18154,0.588333116,0.010270438,0.015048441,0.004139754
16266,0.06835623,0.396052091,0.136427627,0.007783182
13259,0,1,0,0
20518,0.023987853,0.026881313,0.028134098,0.931117509
13136,0,0,0,1
18836,0.271524153,0.030425864,0.208142265,0.009100155
19411,0.160354341,0.020698558,0.00928948,0.022215085
12804,1,0,0,0
17548,0.405476982,0.011915637,0.006230887,0.02618819
18499,0.298357356,0.014566597,0.018165947,0.015212154
19225,0.033326451,0.022432442,0.009814298,0.944160101
17841,0.116704364,0.129328769,0.108469144,0.026538623
15283,0.397984556,0.006410941,0.028904064,0.009768114
20598,0.299444099,0.008878386,0.014988554,0.029128886
20637,0.136250856,0.077732683,0.05143793,0.00931763
12525,1,0,0,0
16833,0,0,0,1
20621,0.230989464,0.033022744,0.028730087,0.008873704
18162,0,0,1,0
12745,0,0,0,0
20665,0.545246184,0.035611683,0.004816023,0.026251236
17137,0.251477562,0.096422882,0.023371639,0.006659872
13544,0,0,0,0
12536,0,0,1,0
13316,0,0,0,1
20588,0.513825334,0.007462299,0.008255487,0.055702309
15764,0.492076229,0.05537864,0.014089744,0.017294991
13111,0,0,0,0
20737,0.263566028,0.029360386,0.012266047,0.026675834
20652,0.515060815,0.130210164,0.012621954,0.021346389
15181,0.381839748,0.020445685,0.063078928,0.033837905
17348,0.040207323,0.490693478,0.039784099,0.012675417
15061,0.405774799,0.11673491,0.018523801,0.038063671
16829,0.111964349,0.587922782,0.019565769,0.012063429
15776,0.080138406,0.207679493,0.026479736,0.004542955
20616,0.120471598,0.045304795,0.031422829,0.013658843
21236,0.159013814,0.102013374,0.020100299,0.014111985
17732,0.200475595,0.120724043,0.032621617,0.006505055
17441,0,0,0,1
15612,0.14427931,0.26933245,0.02628928,0.019085582
15942,0.012640183,0.024868561,0.008890427,0.981220534
16772,0.152076308,0.19769765,0.034644896,0.009562645
12526,0,0,1,0
18583,0.118145259,0.052496318,0.025899643,0.026414706
18829,0.205434121,0.034718852,0.095040696,0.005789554
16089,0.178552576,0.101867757,0.038354637,0.087075631
19901,0.069740238,0.133121651,0.096200785,0.016845412
13513,0,1,0,0
21217,0.107410544,0.057334895,0.010782647,0.020880656
15323,0.143625251,0.00858142,0.066903445,0.013135104
18627,0.703668531,0.044627783,0.021193333,0.00760353
16331,0.146170505,0.123345174,0.015879903,0.017534333
15699,0.083522348,0.076156694,0.06270752,0.011909307
21162,0.36635693,0.009050583,0.119063276,0.012515824
20630,0.580428092,0.008823883,0.004355614,0.062957821
21295,0.449945168,0.033242773,0.008573075,0.01572572
17072,0.160364835,0.136287029,0.057491839,0.008851623
12963,1,0,0,0
20601,0,0,0,1
20161,0.462421606,0.021784589,0.045965002,0.052096411
16842,0.339396653,0.365270719,0.007211948,0.002812591
16124,0.282055291,0.016782564,0.067077145,0.009837051
15494,0.079232273,0.059740864,0.010529706,0.247566708
19723,0.05003439,0.152834228,0.017199162,0.007953682
20951,0.367023434,0.009149724,0.027949091,0.01534526
17987,0.211708906,0.216254455,0.315857177,0.006085723
21404,0.073109583,0.061953058,0.127606605,0.019231043
15999,0.103521623,0.020959201,0.975575006,0.010222442
16694,0.354923606,0.003953233,0.028684388,0.040086442
22188,0.08150606,0.251772307,0.014092359,0.016433699
19060,0.06310347,0.123163262,0.222871018,0.021600296
13382,1,0,0,0
18374,0.295781315,0.029942464,0.03355831,0.022668888
19547,0.013082105,0.025539194,0.004502835,0.843888404
18546,0.076792946,0.115609551,0.061816359,0.006370534
21359,0.254199303,0.072262928,0.027360499,0.01644273
12987,0,1,0,0
12968,0,0,1,0
22276,0.608565561,0.038075046,0.010174938,0.014800302
20661,0.659636522,0.013886155,0.004016633,0.035664124
22072,0.245700691,0.034435288,0.043681877,0.030876642
17910,0.417329919,0.029181488,0.029007404,0.025779897
17980,0.273364477,0.017050258,0.022680434,0.010964883
18242,0.250205167,0.12993124,0.029685241,0.018999729
16025,0.344614747,0.014428752,0.044431756,0.033146806
21433,0.051011111,0.145791923,0.053816772,0.033017076
19683,0.240288533,0.046722696,0.0149361,0.014756599
15627,0.52536672,0.007696661,0.021409343,0.034715732
18612,0.203465743,0.03817812,0.006707176,0.017126192
20632,0.305107442,0.015684885,0.027673411,0.010393669
21772,0.248889828,0.084372639,0.030406632,0.011922377
15631,1,0,0,0
15289,0.148574672,0.022297111,0.026571338,0.10636347
21316,0.011439204,0.020219459,0.010052361,0.373773915
21294,0.141380765,0.629891677,0.008817294,0.004812973
17203,0.30079771,0.025158874,0.012201763,0.013580774
17532,0.424218018,0.017435535,0.042945274,0.008766732
20750,0.248196654,0.288967473,0.020339828,0.003308098
16850,0.151343703,0.183766299,0.135850347,0.005887499
20664,0.140101523,0.260071783,0.023546605,0.007525682
21182,0.189322281,0.102315231,0.072376838,0.006591896
21167,0.786028106,0.017480306,0.021511473,0.005005577
21454,0.197705795,0.041483548,0.022126631,0.028088572
20131,0.398881914,0.008551797,0.015658828,0.047208048
12534,1,0,0,0
17363,0.095093658,0.592523346,0.025295435,0.014056645
19508,0.173361382,0.033028846,0.028492558,0.011537558
12574,1,0,0,0
13357,1,0,0,0
13165,0,1,0,0
17345,0,1,0,0
19006,0.097676119,0.018420608,0.0538977,0.047994267
20590,0,0,0,1
18008,0.786064152,0.028695868,0.014357666,0.006852339
20449,0.103236207,0.236796218,0.016370306,0.004391855
16348,0.365571906,0.01221256,0.055727248,0.052881883
15083,0.28486396,0.005197068,0.253027016,0.048377826
20463,0.027148994,0.010707624,0.019627935,0.827363533
15306,0.287189413,0.008223109,0.025387961,0.038202631
16819,0.190077517,0.035405417,0.031382137,0.010048295
21852,0.095967701,0.5,0.066813084,0.060942558
12798,1,0,0,0
16675,0.152549766,0.024009886,0.060863799,0.186012895
20670,0.378642348,0.037153367,0.039443549,0.037977721
17428,0.556051828,0.008918367,0.035682161,0.007916359
16565,0.40770884,0.088910192,0.009468705,0.010844716
