id,Earthquake,Flood,Tsunami,Hurricane,RC,Wood,Steel,Masonry,Lowrise,Medrise,Regional,Urban,Residential,Govern_Top,Hazard,Material,Type,Locationwise,Usage,Keywords,Approach
19661,0.634299994,0.025699999,0.0116,0.052819001,0.070701,0.019300001,0,0.063641999,0,0.003419,0.021199999,0.054400001,0.144800007,Earthquake,Earthquake, , , ,Residential,"seismic, earthquake, ground_motion, nonlinear residential, empirical, italian, disaster, national",Analytical
19839,0.581499994,0.123099998,0,0.047725001,0.040705,0.057500001,0.0164,0.058149999,0.0493,0,0,0.082900003,0.024,Earthquake,Earthquake, ,Lowrise,Urban, ,"seismic, earthquake, ground_motion, nonlinear,  low_rise, urban, block, energy, ",Empirical
17111,0.395500004,0.192499995,0,0,0.027685,0,0,0.041235,0,0,0.168500006,0.0638,0.160500005,Earthquake,Earthquake, , ,Regional,Residential,"seismic, earthquake, ground_motion, nonlinear,  regional, residential, empirical, italian, disaster, national",Analytical
20573,0.694199979,0.043000001,0,0.088395,0.076793999,0.1065,0,0.069419998,0,0.003666,0,0.066500001,0.032699998,Earthquake,Earthquake,Wood, , , ,"seismic, earthquake, ground_motion, nonlinear, statistical, repair, timber, insurance,  ",Analytical
17402,0.450399995,0.042800002,0,0.106866998,0.031528,0.094899997,0.0266,0.045039999,0,0,0,0.0123,0,Earthquake,Earthquake,Wood, , , ,"seismic, earthquake, ground_motion, nonlinear, statistical, repair, timber, insurance,  ",Analytical
19324,0.570200026,0.096799999,0,0.066510001,0.100814001,0.017000001,0,0.057020003,0,0.007917,0,0.0339,0,Earthquake,Earthquake,RC, , , ,"seismic, earthquake, ground_motion, nonlinear, reinforce_concrete, resilience, beam,  disaster_management,  ",ML
16014,0.279100001,0,0.2861,0.076709001,0.019537,0.042300001,0,0.02791,0,0,0,0.167400002,0.088200003,Tsunami,Tsunami, , ,Urban,Residential,"tsunami, inundation_depth, debris, field_survey,  urban, block, energy, residential, empirical, italian, disaster, national",Analytical
20549,0.920899987,0,0,0,0.082962999,0,0,0.092089999,0,0.002405,0,0,0,Earthquake,Earthquake,Masonry, , , ,"seismic, earthquake, ground_motion, nonlinear, masonry, unreinfored_masonry,  ",Analytical
20580,0.745700002,0.0154,0,0,0.173399003,0.0383,0,0.074702,0,0.015756,0.0132,0.011,0.0123,Earthquake,Earthquake,RC, , , ,"seismic, earthquake, ground_motion, nonlinear, reinforce_concrete, resilience, beam,  disaster_management,  ",Analytical
12554,0.74940002,0,0.0177,0,0.052458001,0,0,0.074940002,0,0,0,0.068999998,0.023,Earthquake,Earthquake, , , , ,"seismic, earthquake, ground_motion, nonlinear ",Analytical
21995,0.665799975,0.030200001,0.218400002,0,0.046605998,0,0,0.066579998,0,0,0,0,0,Earthquake,Earthquake, , , , ,"seismic, earthquake, ground_motion, nonlinear ",Analytical
18054,0.536499977,0.066,0,0,0.221055005,0,0,0.053781998,0.078500003,0.023855001,0.0132,0.0111,0.0125,Earthquake,Earthquake,RC,Lowrise, , ,"seismic, earthquake, ground_motion, nonlinear, reinforce_concrete, resilience, beam,  disaster_management, low_rise,  ",Empirical
12925,0.138300002,0.371899992,0.041200001,0.165800005,0.009681,0,0,0.014368,0,0,0.053800002,0.023700001,0.147200003,Flood,Flood, , , ,Residential,"flood, depth, cost, observation, case_study, residential, empirical, italian, disaster, national",Analytical
20667,0.754700005,0,0.0217,0,0.052829,0,0.020099999,0.075728001,0.0244,0,0.025800001,0,0,Earthquake,Earthquake, ,Lowrise, , ,"seismic, earthquake, ground_motion, nonlinear,  low_rise,  ",Empirical
15190,0.745899975,0,0,0,0.052212998,0,0,0.075571998,0,0,0.098200001,0.065899998,0.045400001,Earthquake,Earthquake, , ,Regional, ,"seismic, earthquake, ground_motion, nonlinear,  regional, ",Analytical
16768,0.763100028,0.0385,0,0.049467999,0.053417002,0.059599999,0,0.076486003,0.0295,0,0.0176,0.0297,0.035500001,Earthquake,Earthquake, ,Lowrise, , ,"seismic, earthquake, ground_motion, nonlinear,  low_rise,  ",Analytical
21242,0.727999985,0,0,0,0.146359997,0,0,0.073993999,0,0.012402,0.119400002,0,0,Earthquake,Earthquake,RC, ,Regional, ,"seismic, earthquake, ground_motion, nonlinear, reinforce_concrete, resilience, beam,  disaster_management,  regional, ",Analytical
22037,0.830600023,0,0,0.015900001,0.058142002,0,0,0.083827002,0.031399999,0,0.076700002,0,0.0186,Earthquake,Earthquake,Masonry,Lowrise,Regional, ,"seismic, earthquake, ground_motion, nonlinear, masonry, unreinfored_masonry, low_rise, regional, ",Analytical
19968,0.483700007,0.051100001,0,0.110481,0.092559,0.307799995,0,0.048370001,0,0.007631,0,0,0,Earthquake,Earthquake,Wood, , , ,"seismic, earthquake, ground_motion, nonlinear, statistical, repair, timber, insurance,  ",Analytical
15481,0.924700022,0,0,0.0115,0.076429001,0,0,0.092470002,0,0.001521,0,0,0,Earthquake,Earthquake,Masonry, , , ,"seismic, earthquake, ground_motion, nonlinear, masonry, unreinfored_masonry,  ",Analytical
13122,0.2676,0.037700001,0,0,0.018732,0.0482,0,0.02676,0.168099999,0,0,0,0.319599986,Residential,Earthquake, ,Lowrise, ,Residential,"seismic, earthquake, ground_motion, nonlinear,  low_rise,  residential, empirical, italian, disaster, national",Analytical
13482,0.781300008,0.052700002,0.0296,0,0.072591,0.031399999,0,0.078130001,0.018100001,0.002327,0,0.040600002,0,Earthquake,Earthquake, , , , ,"seismic, earthquake, ground_motion, nonlinear ",Hybrid
20624,0.625899971,0,0,0,0.043812998,0,0.015,0.063306997,0.073799998,0,0.071699999,0.030999999,0,Earthquake,Earthquake, ,Lowrise, , ,"seismic, earthquake, ground_motion, nonlinear,  low_rise,  ",Analytical
19682,0.775900006,0.0385,0,0.026799999,0.054313,0,0,0.078431001,0,0,0.084100001,0,0,Earthquake,Earthquake, , ,Regional, ,"seismic, earthquake, ground_motion, nonlinear,  regional, ",Analytical
17471,0.182699993,0.452399999,0.0187,0,0.012789,0,0,0.020591999,0.0176,0,0.232199997,0.0383,0.023700001,Flood,Flood, , ,Regional, ,"flood, depth, cost, observation, case_study,  regional, ",Analytical
17276,0.516600013,0.028100001,0,0,0.120362003,0,0,0.053098001,0.077799998,0.010946,0.143800005,0,0,Earthquake,Earthquake,RC,Lowrise,Regional, ,"seismic, earthquake, ground_motion, nonlinear, reinforce_concrete, resilience, beam,  disaster_management, low_rise, regional, ",Empirical
21163,0.712300003,0.071900003,0.0138,0.041085,0.049861,0.0495,0,0.072212,0,0,0.098200001,0.037099998,0,Earthquake,Earthquake, , ,Regional, ,"seismic, earthquake, ground_motion, nonlinear,  regional, ",Analytical
21890,0.518000007,0.068999998,0.0232,0.146826999,0.03626,0.176899999,0,0.052344001,0.051899999,0,0.054400001,0,0,Earthquake,Earthquake,Wood,Lowrise, , ,"seismic, earthquake, ground_motion, nonlinear, statistical, repair, timber, insurance, low_rise,  ",Analytical
